id,original_text,clean_text,original_label,label,language_type,text_length,word_count,duplicate_flag,label_conflict,suspicious_subtitle,removal_reason
35005,"""Amal kiyanne supiri gayaka yek . Nihatha Mani gayaka yek. Samaharak obata Mona mada gasuwath oba supiri gayaka yek.. Jesu pihitai amal obatath obe putha nadimal  tath ..","""amal kiyanne supiri gayaka yek . nihatha mani gayaka yek. samaharak obata mona mada gasuwath oba supiri gayaka yek.. jesu pihitai amal obatath obe putha nadimal tath ..",,,Singlish,169,28,False,False,False,
35006,"""Amal kiyanne deiviyek yako","""amal kiyanne deiviyek yako",,,Singlish,27,4,False,False,False,
35007,"""Amal aiya budusaranai","""amal aiya budusaranai",,,Singlish,22,3,False,False,False,
35008,"""Amal  perera  MA nowana  oba  wadasatahana  Ha laya  saha  leya  yana  wadasatahan wala full episode  ain  karala  you tube plz nawatha ewa  laba denna","""amal perera ma nowana oba wadasatahana ha laya saha leya yana wadasatahan wala full episode ain karala you tube plz nawatha ewa laba denna",,,Singlish,139,24,False,False,False,
35009,"""Adath balala rasa winda.aparade may manussaya vihin winasha una","""adath balala rasa winda.aparade may manussaya vihin winasha una",,,Singlish,64,9,False,False,False,
35010,"""""""Dawasak thiyewi wen una oba ma newathath muna gasena """"???? ......harima dukai me manussayata una de gena. Paw","""""""dawasak thiyewi wen una oba ma newathath muna gasena """"?? ..harima dukai me manussayata una de gena. paw",,,Singlish,107,18,False,False,False,
35011,"""Upan ratata kerthiyak geenna..oba sinha wanshaye kiyana eka hamadama mathaka thiya ganna...siyalu bala piroththu etu wewaaa..jaya wewa","""upan ratata kerthiyak geenna..oba sinha wanshaye kiyana eka hamadama mathaka thiya ganna..siyalu bala piroththu etu wewaaa..jaya wewa",,,Singlish,134,17,False,False,False,
35012,"""Umariya, oya gayana karana sema geethayakma  ahan inna harima asai a tharam puduma karawana katahadak, international  yata anivaryenma oba win i wish you all the best,","""umariya, oya gayana karana sema geethayakma ahan inna harima asai a tharam puduma karawana katahadak, international yata anivaryenma oba win i wish you all the best,",,,Singlish,166,26,False,False,False,
35013,"""Umariya amaradewa mahatha samaga thawa sindu karanna bari una eka loku paduwak","""umariya amaradewa mahatha samaga thawa sindu karanna bari una eka loku paduwak",,,Singlish,79,12,False,False,False,
35014,"""Umarage voice ekak marama voice ekak thamii","""umarage voice ekak marama voice ekak thamii",,,Singlish,44,7,False,False,False,
35015,"""Rooka kasun umariya   Lankawe  talent voice","""rooka kasun umariya lankawe talent voice",,,Singlish,41,6,False,False,False,
35016,"""Patta. Panatath vada adaryi. Godak lassanai. Budu saranai. Man oya wois ekata waha vatila inny. Maruuu....","""patta. panatath vada adaryi. godak lassanai. budu saranai. man oya wois ekata waha vatila inny. maruuu..",,,Singlish,105,16,False,False,False,
35018,"""Oyata jayawewa budusaranai apita  hemadama me rasaya denna","""oyata jayawewa budusaranai apita hemadama me rasaya denna",,,Singlish,58,8,False,False,False,
35019,"""Oya apata sampathak","""oya apata sampathak",,,Singlish,20,3,False,False,False,
35020,"""onaama geethayak gayanna oba rasayen paripurrnaiy, ahaninna aasaiy. naada istharam rasaya upareemaiy.","""onaama geethayak gayanna oba rasayen paripurrnaiy, ahaninna aasaiy. naada istharam rasaya upareemaiy.",,,Singlish,102,12,False,False,False,
35021,"""Obe hakiyawen puluwan sithak suwapath karanna . Love you so much umariya ??","""obe hakiyawen puluwan sithak suwapath karanna . love you so much umariya ??",,,Singlish,76,13,False,False,False,
35022,"""Nim him sewwa ","""nim him sewwa",,,Singlish,14,3,False,False,False,
35023,"""nagai asama gaekava patta voice","""nagai asama gaekava patta voice",,,Singlish,32,5,False,False,False,
35024,"""man oyage handata washi wela hitiye..oyata puluwan apiwa wenama lokekata geniyanna..jeevithe siyalu duk oyage handin amathaka wenawa nangi....oya ape rate sampathak....rukmani nawath epadila wage....oyata theruwan saranai....","""man oyage handata washi wela hitiye..oyata puluwan apiwa wenama lokekata geniyanna..jeevithe siyalu duk oyage handin amathaka wenawa nangi..oya ape rate sampathak..rukmani nawath epadila wage..oyata theruwan saranai..",,,Singlish,218,26,False,False,False,
35025,"""Ma nowana mama niyamai niyamai niyamai","""ma nowana mama niyamai niyamai niyamai",,,Singlish,39,6,False,False,False,
35026,"""lankawa bihi kala thawath legend ekak umariya","""lankawa bihi kala thawath legend ekak umariya",,,Singlish,46,7,False,False,False,
35027,"""Lankavata deviyo dunnu katahda umariyage","""lankavata deviyo dunnu katahda umariyage",,,Singlish,41,5,False,False,False,
35028,"""Kalum karapu hodama programe eka umariya ??voice","""kalum karapu hodama programe eka umariya ??voice",,,Singlish,49,7,False,False,False,
35029,"""Harima lassanai asawen ahagena enta puluwan a wagema ayage nihatamani kamata mama godak asay adarey hamadama????","""harima lassanai asawen ahagena enta puluwan a wagema ayage nihatamani kamata mama godak asay adarey hamadama??",,,Mixed,111,16,False,False,False,
35030,"""Aka pissuwak, widinna pulwan","""aka pissuwak, widinna pulwan",,,Singlish,29,4,False,False,False,
35031,"""A unata oyage marriage eka kelaunane","""a unata oyage marriage eka kelaunane",,,Mixed,37,6,False,False,False,
35032,"""90 dashakayen pasu bihi u athi daksha gaikawak..","""90 dashakayen pasu bihi u athi daksha gaikawak..",,,Singlish,49,8,False,False,False,
35033,"""Umali Thilakarathne ","""umali thilakarathne",,,Singlish,20,2,False,False,False,
35034,"""Umali oba nisamai mulinma me wedasatahana balanne etthatama oba me wedasatahana sarthaka kara thanks","""umali oba nisamai mulinma me wedasatahana balanne etthatama oba me wedasatahana sarthaka kara thanks",,,Singlish,101,14,False,False,False,
35035,"""Umali duwa man oyata godak kaleidalama adarei oyage katabaha harima lassanai godak wedagath ugath nihatamanikama pirila budu saranai adarei godak","""umali duwa man oyata godak kaleidalama adarei oyage katabaha harima lassanai godak wedagath ugath nihatamanikama pirila budu saranai adarei godak",,,Singlish,146,20,False,False,False,
35036,"""umali akke oya gena adare hithenawa","""umali akke oya gena adare hithenawa",,,Singlish,36,6,False,False,False,
35037,"""Umale oba sabama dakshayek. Obage ranganaya wagema gayanayath athe weshistae.good luck.","""umale oba sabama dakshayek. obage ranganaya wagema gayanayath athe weshistae.good luck.",,,Singlish,88,11,False,False,False,
35038,"""Saranga yanu pina epa kiya pawa karagasagath moda pawkarayeki","""saranga yanu pina epa kiya pawa karagasagath moda pawkarayeki",,,Singlish,62,9,False,False,False,
35039,"""Saranga wge minihek hind vivaha jiwithiya nasthi kragaththe aprade.. Eth oyge anith wda katauthu oya krgena ynwa hodin.. Sama athakinm oyta idiriyatama ynna shakthiya dairy labewa!!!","""saranga wge minihek hind vivaha jiwithiya nasthi kragaththe aprade.. eth oyge anith wda katauthu oya krgena ynwa hodin.. sama athakinm oyta idiriyatama ynna shakthiya dairy labewa!!",,,Singlish,182,26,False,False,False,
35040,"""rasawidanaya  k iyanne mokakda kiyala dena ekata pin ban","""rasawidanaya k iyanne mokakda kiyala dena ekata pin ban",,,Singlish,56,9,False,False,False,
35041,"""Oyata.lowak.adadya.karnwa.harima.wasanawanthiyk.man.saudi.oyata.godak.adarei.2021","""oyata.lowak.adadya.karnwa.harima.wasanawanthiyk.man.saudi.oyata.godak.adarei.2021",,,Singlish,82,1,False,False,False,
35042,"""oyata oyage shesre kenek hriyn na...oyat wardin naa...oya aphu jeewithe ptan gnna... aluthen.... habai saranga wage kenek epaa... ????","""oyata oyage shesre kenek hriyn na..oyat wardin naa..oya aphu jeewithe ptan gnna.. aluthen.. habai saranga wage kenek epaa.. ??",,,Singlish,127,19,False,False,False,
35043,"""Oyanm marai","""oyanm marai",,,Singlish,12,2,False,False,False,
35044,"""Oba weni soyuriyak matath sitiyanam kiya sithe","""oba weni soyuriyak matath sitiyanam kiya sithe",,,Singlish,47,7,False,False,False,
35045,"""Niyamai,lassanai,""","""niyamai,lassanai,""",,,Singlish,19,1,False,False,False,
35046,"""Mn asama  umali akkata harima nirahankara  ,ahinsaka, sarala kenek  e wagema  lassana katahadak maarama lassanai  budusaranai akke ??????","""mn asama umali akkata harima nirahankara ,ahinsaka, sarala kenek e wagema lassana katahadak maarama lassanai budusaranai akke ??",,,Singlish,129,18,False,False,False,
35047,"""Mm oyata godaaaak kamathiy akke. Oyt suba anagatayak........","""mm oyata godaak kamathiy akke. oyt suba anagatayak..",,,Singlish,53,8,False,False,False,
35048,"""Lassani ane wadagath widihata adina paladina nirahankara umali adarai api hamoma oyata api innawa adarai","""lassani ane wadagath widihata adina paladina nirahankara umali adarai api hamoma oyata api innawa adarai",,,Singlish,105,15,False,False,False,
35049,"""Lassanayi oyage voice eka jivithe budu dhamen idiriyata yanawa kiyanne oyawa katawath wattanna behe mokata budu dhama thama sithatayi beheth karanne sathutin inna budu saranayi  ????????","""lassanayi oyage voice eka jivithe budu dhamen idiriyata yanawa kiyanne oyawa katawath wattanna behe mokata budu dhama thama sithatayi beheth karanne sathutin inna budu saranayi ??",,,Singlish,180,26,False,False,False,
35050,"""Lankawe Inna hodama niliya","""lankawe inna hodama niliya",,,Singlish,27,4,False,False,False,
35051,"""Kii parak baluwada mataka na.tawama balanawa.adarei umaali?","""kii parak baluwada mataka na.tawama balanawa.adarei umaali?",,,Singlish,60,7,False,False,False,
35052,"""Kalum udugam bala pihinanna hadanna saarthakayi","""kalum udugam bala pihinanna hadanna saarthakayi",,,Singlish,48,6,False,False,False,
35053,"""Jaya wewa","""jaya wewa",,,Singlish,10,2,False,False,False,
35054,"""Hrima lssnai ... godak dakshai oba.. oba gayana karana budu guna gee bhwanawak wage ... budu saranai obata ","""hrima lssnai .. godak dakshai oba.. oba gayana karana budu guna gee bhwanawak wage .. budu saranai obata",,,Singlish,105,18,False,False,False,
35055,"""Harima lassanai","""harima lassanai",,,Singlish,16,2,True,False,False,
35056,"""Harawath  .horawak","""harawath .horawak",,,Singlish,18,2,False,False,False,
35057,"""Godak lassanai ","""godak lassanai",,,Singlish,15,2,False,False,False,
35058,"""Godak adarwi akki..","""godak adarwi akki..",,,Singlish,20,3,False,False,False,
35059,"""Godak adarei umali akke.asama Nikita.budusaranai akke.","""godak adarei umali akke.asama nikita.budusaranai akke.",,,Singlish,55,6,False,False,False,
35060,"""Budda dharmaya wenuwen awankawa sadaranayak karana sebama awanka yuwathiyaki oba","""budda dharmaya wenuwen awankawa sadaranayak karana sebama awanka yuwathiyaki oba",,,Singlish,81,10,False,False,False,
35061,"""Akkiyo godk lassani.parakku wela Hari mn beluwa oy inn nisa.oyta api godk adarei akkiyo","""akkiyo godk lassani.parakku wela hari mn beluwa oy inn nisa.oyta api godk adarei akkiyo",,,Singlish,88,14,False,False,False,
35062,"""Akki oyat Adarei","""akki oyat adarei",,,Singlish,17,3,False,False,False,
35063,"""Aei mama umalita godak adaeei","""aei mama umalita godak adaeei",,,Singlish,30,5,False,False,False,
35064,"""Adreiiii nngiyo","""adreii nngiyo",,,Singlish,14,2,False,False,False,
35065,"""Adarei umali akkiyoo. ??????????","""adarei umali akkiyoo. ??",,,Singlish,25,4,False,False,False,
35066,"""adarei akki mn godak??? hamadamath sathutinna bunge pihitai","""adarei akki mn godak?? hamadamath sathutinna bunge pihitai",,,Singlish,59,8,False,False,False,
35067,"""Ada  kale  ape gayekava UMALI","""ada kale ape gayekava umali",,,Singlish,28,5,False,False,False,
35068,"""Ad blnne godk lssnai","""ad blnne godk lssnai",,,Singlish,21,4,False,False,False,
35069,"""2021 balanawa","""2021 balanawa",,,Singlish,14,2,False,False,False,
35070,"""2021 balana Aya koo????","""2021 balana aya koo??",,,Singlish,22,4,False,False,False,
35071,"""2021 .5 meseth balanawa.niyahatha mani niliyak,lassana kate hadak hita niwenawa obe hande.??","""2021 .5 meseth balanawa.niyahatha mani niliyak,lassana kate hadak hita niwenawa obe hande.??",,,Singlish,93,12,False,False,False,
35072,"""Wow Niyamai","""wow niyamai",,,Singlish,12,2,False,False,False,
35073,"""Seethawase....","""seethawase..",,,Singlish,13,1,False,False,False,
35074,"""Puthe oya dakshayek kiyala oppu karala iwarai. Oyage katahanda aadaraneeyai. Nivichcha gathiguna nihathamanikama hamadama thiyaganna.oyata waradinne na puthe.","""puthe oya dakshayek kiyala oppu karala iwarai. oyage katahanda aadaraneeyai. nivichcha gathiguna nihathamanikama hamadama thiyaganna.oyata waradinne na puthe.",,,Singlish,159,18,False,False,False,
35076,"""Nadeemal puthe oyanm niyamai. Hari surathal daruvek thamath. Idiriyata yanna deviyangepihitai","""nadeemal puthe oyanm niyamai. hari surathal daruvek thamath. idiriyata yanna deviyangepihitai",,,Singlish,94,11,False,False,False,
35077,"""Matakayan hada parawai....","""matakayan hada parawai..",,,Singlish,25,3,False,False,False,
35078,"""Ma nowana mama programme eke thing lassnama..lassnama..episode eka..nice voice malla..?","""ma nowana mama programme eke thing lassnama..lassnama..episode eka..nice voice malla..?",,,Singlish,88,10,False,False,False,
35079,"""kiyanna wachana ne puthe.suduhansiye nam kanduluth aawa.budusaranai.","""kiyanna wachana ne puthe.suduhansiye nam kanduluth aawa.budusaranai.",,,Singlish,69,7,False,False,False,
35080,"""Kee parak ehuwada kiyanna danne nehe, eetha thaththai ubai dennama ape loke petta weddo ??","""kee parak ehuwada kiyanna danne nehe, eetha thaththai ubai dennama ape loke petta weddo ??",,,Singlish,91,15,False,False,False,
35081,"""Kasun , amal , nadeemal , sanuka  me set eka inna programme ekak balanna wasanawa thiyenawa nam ????","""kasun , amal , nadeemal , sanuka me set eka inna programme ekak balanna wasanawa thiyenawa nam ??",,,Singlish,98,18,False,False,False,
35082,"""Harima mihiriy","""harima mihiriy",,,Singlish,15,2,False,False,False,
35083,"""Githayata riddanne nathuwa parissamin kiyanawa aheddi api cool math wenawa. Ekatama hariyanna Kalum ayyath set wenawa. Watina kama kiyanna ba. Nadeemal is best of best. Nada band ekatai oba depalatai teruwansaranai","""githayata riddanne nathuwa parissamin kiyanawa aheddi api cool math wenawa. ekatama hariyanna kalum ayyath set wenawa. watina kama kiyanna ba. nadeemal is best of best. nada band ekatai oba depalatai teruwansaranai",,,Mixed,215,31,False,False,False,
35084,"""E adaraniya voice eka aiye mn awa e concert eka balanna. mageth hitha adagaththa eka sinduwak thama e sinduwa.' nelum wile' dewiyanwahansege ashirwadaya oyata muluhadawathinma prarthana karanawa.","""e adaraniya voice eka aiye mn awa e concert eka balanna. mageth hitha adagaththa eka sinduwak thama e sinduwa.' nelum wile' dewiyanwahansege ashirwadaya oyata muluhadawathinma prarthana karanawa.",,,Singlish,196,27,False,False,False,
35085,"""Devi pihitai obata","""devi pihitai obata",,,Singlish,19,3,False,False,False,
35086,"""Ape set eka superi bulet ekak","""ape set eka superi bulet ekak",,,Singlish,30,6,False,False,False,
35087,"""Ahannath deyakda.....  Mewa Brand, Brand company walin ene quality product thamai...  Jaya wewa...  Lankawe music kiyana de rekaganna  shakthiya labewa...  Habai kalum ayye mal sindu karayonam ekek genna epa me wedasatahanata..","""ahannath deyakda.. mewa brand, brand company walin ene quality product thamai.. jaya wewa.. lankawe music kiyana de rekaganna shakthiya labewa.. habai kalum ayye mal sindu karayonam ekek genna epa me wedasatahanata..",,,Singlish,217,31,False,False,False,
35088,"""Adarei Pana wage nadeemal aiya","""adarei pana wage nadeemal aiya",,,Singlish,31,5,False,False,False,
35089,"""obathumiyagen igenaganna math kammathi.eth contact karaganna widiyak na","""obathumiyagen igenaganna math kammathi.eth contact karaganna widiyak na",,,Singlish,72,8,False,False,False,
35090,"""Niyamai","""niyamai",,,Singlish,8,1,True,False,False,
35091,"""Nihathamaanee  geheniya  kiwwoth hari, oba semata jaya ,harima sathutui, Budu saranai","""nihathamaanee geheniya kiwwoth hari, oba semata jaya ,harima sathutui, budu saranai",,,Singlish,84,11,False,False,False,
35092,"""mkuth noliyaam innata beri una mis dirghayush pathanawa oba weni manudham pirunu minisun thawa thawath bebalewaaa kiya maa pathanawa... man thama pasal yana shishyaawak me tharam rasawindanayak thibena minisun me ada samajaye mage esata getilama nehe.. ?? ???? ?? kelum sir oba itu karanne samaaj mehewarak... oba semata jaya.....!!","""mkuth noliyaam innata beri una mis dirghayush pathanawa oba weni manudham pirunu minisun thawa thawath bebalewaaa kiya maa pathanawa.. man thama pasal yana shishyaawak me tharam rasawindanayak thibena minisun me ada samajaye mage esata getilama nehe.. ?? ?? ?? kelum sir oba itu karanne samaaj mehewarak.. oba semata jaya..!!",,,Singlish,326,49,False,False,False,
35093,"""Methana ta oniwata wada sastriya sangeethaya oni ne.weradi Thora ganeemak.meya Ithama sarala wiya ythui","""methana ta oniwata wada sastriya sangeethaya oni ne.weradi thora ganeemak.meya ithama sarala wiya ythui",,,Singlish,104,14,False,False,False,
35094,"""Melo rahak nahaaa","""melo rahak nahaaa",,,Singlish,18,3,False,False,False,
35095,"""mamat asama Gae kawak","""mamat asama gae kawak",,,Singlish,22,4,False,False,False,
35096,"""Lassanaei","""lassanaei",,,Singlish,10,1,False,False,False,
35097,"""Lasannee","""lasannee",,,Singlish,9,1,False,False,False,
35098,"""ithamath hoda guruwariyak obathumiya..","""ithamath hoda guruwariyak obathumiya..",,,Singlish,39,4,False,False,False,
35099,"""hindi song eka ...what a melodic voice","""hindi song eka ..what a melodic voice",,,Mixed,38,7,False,False,False,
35100,"""godak rasawinda","""godak rasawinda",,,Singlish,16,2,False,False,False,
35101,"""Wathman lankeeya geetha lowe ahinsakama sahodariya... Akke obatath, siya pawulatath niduk nirogi suwa labewa....","""wathman lankeeya geetha lowe ahinsakama sahodariya.. akke obatath, siya pawulatath niduk nirogi suwa labewa..",,,Singlish,110,14,False,False,False,
35102,"""Suda patum dennatama","""suda patum dennatama",,,Singlish,21,3,False,False,False,
35103,"""Sewwandiyage geetha tika harima asawen ahuwa.. sinahawen piri kta vilashaya harima  lassanai. Suba pathum obata.","""sewwandiyage geetha tika harima asawen ahuwa.. sinahawen piri kta vilashaya harima lassanai. suba pathum obata.",,,Singlish,112,15,False,False,False,
35104,"""Sewwandi tula tibena awyaja manussaka hodamata dakka..... sindu okkoma rasa winda... okkomallaata godak isthuthi... kelum ... nadaa.. pitipassaen wade karana hamotama...","""sewwandi tula tibena awyaja manussaka hodamata dakka.. sindu okkoma rasa winda.. okkomallaata godak isthuthi.. kelum .. nadaa.. pitipassaen wade karana hamotama..",,,Singlish,163,21,False,False,False,
35105,"""Sewwandi duwa very nice singing budusarani","""sewwandi duwa very nice singing budusarani",,,Singlish,43,6,False,False,False,
35106,"""Patta .superb!","""patta .superb!",,,Singlish,15,2,False,False,False,
35107,"""oya badala na kiyala man hithan hitiye hathiluwe ..??","""oya badala na kiyala man hithan hitiye hathiluwe ..??",,,Singlish,54,9,False,False,False,
35108,"""Niwedaka mahatha hina wenne naththe ay. Orawagena ne katha karanne.","""niwedaka mahatha hina wenne naththe ay. orawagena ne katha karanne.",,,Singlish,68,10,False,False,False,
35109,"""nangi mama oyta harima kamathi oyage ahinsaka kamatai oyage sinawata oyata jesu pihitai","""nangi mama oyta harima kamathi oyage ahinsaka kamatai oyage sinawata oyata jesu pihitai",,,Singlish,88,13,False,False,False,
35110,"""man Asa gaikawak","""man asa gaikawak",,,Singlish,17,3,False,False,False,
35111,"""mamath harima asaioyata oyage muhuna diha balagena inna hari asai ane oyage ahinsaka kamata sinawatai budu saranai","""mamath harima asaioyata oyage muhuna diha balagena inna hari asai ane oyage ahinsaka kamata sinawatai budu saranai",,,Singlish,115,17,False,False,False,
35112,"""Mama bohoma adaraya karana kala paulak saha kalakariyak teruwan sarana","""mama bohoma adaraya karana kala paulak saha kalakariyak teruwan sarana",,,Singlish,71,10,False,False,False,
35113,"""Ma nowana ma kiyana mema wedasatahata lol una  minisunge sith niwanawata oyata godaak pin kelum srimal mahaththayata budu saranai","""ma nowana ma kiyana mema wedasatahata lol una minisunge sith niwanawata oyata godaak pin kelum srimal mahaththayata budu saranai",,,Singlish,129,19,False,False,False,
35114,"""Lassanama lassana wadasatahana thamai ada","""lassanama lassana wadasatahana thamai ada",,,Singlish,42,5,False,False,False,
35115,"""Lassanai... supa pathanwa anagatheta...??","""lassanai.. supa pathanwa anagatheta..??",,,Singlish,40,4,False,False,False,
35116,"""Kalumsrmal oba niyama madiyakenek subapatum  Obath nihalvikrama aderisuriyarmth  Hodama dennek obala dedenath taruwan saranai","""kalumsrmal oba niyama madiyakenek subapatum obath nihalvikrama aderisuriyarmth hodama dennek obala dedenath taruwan saranai",,,Singlish,124,14,False,False,False,
35117,"""Harima vinithai lassanai mama hitanawa eyage passale kale lassana mataka yan athi kiya eya goodak parissamin katha karanne eya thoragana athi sindu nisai hitenne-","""harima vinithai lassanai mama hitanawa eyage passale kale lassana mataka yan athi kiya eya goodak parissamin katha karanne eya thoragana athi sindu nisai hitenne-",,,Singlish,163,24,False,False,False,
35118,"""Harima saralai..","""harima saralai..",,,Singlish,17,2,False,False,False,
35119,"""harima lassani","""harima lassani",,,Singlish,15,2,False,False,False,
35120,"""Harima lassanai. Sathutin narambu wedasatahanak.","""harima lassanai. sathutin narambu wedasatahanak.",,,Singlish,49,5,False,False,False,
35122,"""Harima lassanai sewwandith a wagema voice ekath..","""harima lassanai sewwandith a wagema voice ekath..",,,Singlish,50,7,False,False,False,
35123,"""Ape niyama gaikaavak.budu saranai.","""ape niyama gaikaavak.budu saranai.",,,Singlish,35,4,False,False,False,
35124,"""Ane hari lassana sindutikak ahuwa ahan inna asai??????","""ane hari lassana sindutikak ahuwa ahan inna asai??",,,Singlish,51,8,False,False,False,
35125,"""Ammmbooo ee kata hadaa.....pissu hedannwa akkkee.....theruwna saranaii....oyala hemotamaa","""ammmbooo ee kata hadaa..pissu hedannwa akkkee..theruwna saranaii..oyala hemotamaa",,,Singlish,82,8,False,False,False,
35126,"""Akke adarei .....","""akke adarei ..",,,Singlish,15,3,False,False,False,
35127,"""3:53 atha allanna neda giye kelum horennma nodenenna ??","""3:53 atha allanna neda giye kelum horennma nodenenna ??",,,Singlish,56,9,False,False,False,
35128,"""Wadesatehane meheyewene niwedikawe Nam asarthekai","""wadesatehane meheyewene niwedikawe nam asarthekai",,,Singlish,50,5,False,False,False,
35129,"""Tempo Tikak aduwen gehuwanam sada horen horen thawa godak rahaiii","""tempo tikak aduwen gehuwanam sada horen horen thawa godak rahaiii",,,Singlish,66,10,False,False,False,
35130,"""Supiri","""supiri",,,Singlish,7,1,True,False,False,
35131,"""sangeetamaya waliyak","""sangeetamaya waliyak",,,Singlish,21,2,False,False,False,
35132,"""pattaaa","""pattaaa",,,Singlish,8,1,False,False,False,
35133,"""Obata budu saranai","""obata budu saranai",,,Singlish,19,3,False,False,False,
35134,"""oba ape ratata watina sampathak","""oba ape ratata watina sampathak",,,Singlish,32,5,False,False,False,
35135,"""Nadeeka sir??","""nadeeka sir??",,,Singlish,14,2,False,False,False,
35136,"""Maru maru maru","""maru maru maru",,,Singlish,15,3,False,False,False,
35137,"""Man meka balapu wara gana man danneth nea. Samaharak geetha obe hadin ahapuwama thama danne me geetha thibu bawa. Obathuma ge hada koi tharan aehuwath mata epa wenne nea. Man asama asama hada Nadeeka Guruge.","""man meka balapu wara gana man danneth nea. samaharak geetha obe hadin ahapuwama thama danne me geetha thibu bawa. obathuma ge hada koi tharan aehuwath mata epa wenne nea. man asama asama hada nadeeka guruge.",,,Singlish,208,35,False,False,False,
35138,"""man kamathi obage katha wilasayata gami wachana nirathuru bawitha karana ekata harima kamathi man","""man kamathi obage katha wilasayata gami wachana nirathuru bawitha karana ekata harima kamathi man",,,Singlish,98,14,False,False,False,
35139,"""Ma rakegath obe rakegathe uthuwei ade dine..diyebe thaniwemi  yanu mane peremage thaniyeme","""ma rakegath obe rakegathe uthuwei ade dine..diyebe thaniwemi yanu mane peremage thaniyeme",,,Singlish,90,12,False,False,False,
35140,"""lassanak","""lassanak",,,Singlish,9,1,False,False,False,
35141,"""Lassanai wedagath","""lassanai wedagath",,,Singlish,18,2,False,False,False,
35142,"""Lassana program ekak ...","""lassana program ekak ..",,,Singlish,24,4,False,False,False,
35143,"""Kochchara watina manik paladuwath api mila kala nohaki manik me loke kochcharanam hangila thiyanawada","""kochchara watina manik paladuwath api mila kala nohaki manik me loke kochcharanam hangila thiyanawada",,,Singlish,102,14,False,False,False,
35144,"""kauda me weddek wage miniha ?","""kauda me weddek wage miniha ?",,,Singlish,30,6,False,False,False,
35145,"""hodai","""hodai",,,Singlish,6,1,False,False,False,
35146,"""Harima lassanai nadeeka sir.god bless u","""harima lassanai nadeeka sir.god bless u",,,Singlish,40,6,False,False,False,
35147,"""Eknm pissuwk.??","""eknm pissuwk.??",,,Singlish,16,2,False,False,False,
35148,"""Dakshsthawayen paripurna sangeetha dediyek. Obathumanta jayenma jaya. Bs.","""dakshsthawayen paripurna sangeetha dediyek. obathumanta jayenma jaya. bs.",,,Singlish,74,8,False,False,False,
35149,"""Aiye Oya gayakayek novee sindu liyanna set wenna aththe oyage daiwayenmai. waadayak na oya gayakayek unanam tintas aneta kulu gediyen gahuwa wage ape hadawath walata kidaa bahinawa kawadawath nogalawena vidihata jaya wewa aiyeee","""aiye oya gayakayek novee sindu liyanna set wenna aththe oyage daiwayenmai. waadayak na oya gayakayek unanam tintas aneta kulu gediyen gahuwa wage ape hadawath walata kidaa bahinawa kawadawath nogalawena vidihata jaya wewa aiyeee",,,Singlish,229,33,False,False,False,
35150,""""""" ma nowana mama"""" program eka godakma asawen balana ma kamathima program ekak,,a atharinuth ma balapu hodama lassanama """" ma nowana mama"""" program eka nadeeka guruge Inna me program eka, harima asawen baluwa wagema thawath balannama ona meka again and again, thank you so much dear yuwani and TV deranata,",""""""" ma nowana mama"""" program eka godakma asawen balana ma kamathima program ekak,,a atharinuth ma balapu hodama lassanama """" ma nowana mama"""" program eka nadeeka guruge inna me program eka, harima asawen baluwa wagema thawath balannama ona meka again and again, thank you so much dear yuwani and tv deranata,",,,Mixed,308,50,False,False,False,
35151,"""Woww song ek niyamet kynwane ??????","""woww song ek niyamet kynwane ??",,,Singlish,32,6,False,False,False,
35152,"""Wow dennama lassani ","""wow dennama lassani",,,Singlish,20,3,False,False,False,
35153,"""Thawa me sinduwa oya lassanata kiyanawa ","""thawa me sinduwa oya lassanata kiyanawa",,,Singlish,40,6,False,False,False,
35154,"""Super job putha.","""super job putha.",,,Singlish,17,3,False,False,False,
35155,"""Studio eka, sunglass dana eke purpose eka mokak wenna athida ??","""studio eka, sunglass dana eke purpose eka mokak wenna athida ??",,,Singlish,64,11,False,False,False,
35156,"""Shihanmihiranga gnnkooooi pkz plz pkz","""shihanmihiranga gnnkooi pkz plz pkz",,,Singlish,36,5,False,False,False,
35157,"""Shihan mihiranga ekkan ennoooo","""shihan mihiranga ekkan ennoo",,,Singlish,29,4,False,False,False,
35158,"""Shehan mihirangage ?????? gemma ganna ba .......kolla ubta","""shehan mihirangage ?? gemma ganna ba ..kolla ubta",,,Singlish,50,8,False,False,False,
35159,"""Roshelge Mala vikara vitharai puduma kolamak damitri akki nisai baluve","""roshelge mala vikara vitharai puduma kolamak damitri akki nisai baluve",,,Singlish,71,10,False,False,False,
35160,"""Roshel akki lassanai","""roshel akki lassanai",,,Singlish,21,3,False,False,False,
35161,"""Rohel akkita kemathi aya kooo","""rohel akkita kemathi aya kooo",,,Singlish,30,5,False,False,False,
35162,"""Patta......??","""patta..??",,,Singlish,10,1,False,False,False,
35163,"""Oyage voice eka lassanay. Damithri akki lassanay.???????????????","""oyage voice eka lassanay. damithri akki lassanay.??",,,Singlish,52,7,False,False,False,
35164,"""Niyameta kiynawa mali uba niyamai godak parak ahuwaaa????","""niyameta kiynawa mali uba niyamai godak parak ahuwaaa??",,,Singlish,56,8,False,False,False,
35165,"""Niyamai aiya","""niyamai aiya",,,Singlish,13,2,False,False,False,
