sample_id,text,source_row,review_status,review_reason
SI38833,me comment eka danapu eka nam wikarayak ne me wage wada nawaththapan.,38834,needs_review,uncertain_provenance
SI38834,me comment eka danapu eka gon me wage wada nawaththapan.,38835,needs_review,uncertain_provenance
SI38835,me comment eka danapu eka nam pissu wage ne oya wage aya nisa thamai mehema wenne.,38836,needs_review,uncertain_provenance
SI38836,me video eka balala comment karana eka wadak nathi machan.,38837,needs_review,uncertain_provenance
SI38837,"mehema wada karana eka, meka nam wada nodanna level ekak. ane.",38838,needs_review,uncertain_provenance
SI38838,"uba, meka nam moda yakku wage level ekak. machan.",38839,needs_review,uncertain_provenance
SI38839,uba ta kiyanna one moda yakku wage wage wada nawaththanna kiyala.,38840,needs_review,uncertain_provenance
SI38840,oya ge idea eka mehema karanne gon athal karaya nisa da? danawada mokakda kiyala.,38841,needs_review,uncertain_provenance
SI38841,"Ane manda me comment eka danapu eka, moda yakku wage wage behave wenne ai? danawada mokakda kiyala.",38842,needs_review,uncertain_provenance
SI38842,"uba hariyata chater wage wada karanawa, boruwata katha karanne.",38843,needs_review,uncertain_provenance
SI38843,"Ane oya wage kenek, boru karaya ne.",38844,needs_review,uncertain_provenance
SI38844,mehema wada karana eka mehema karanne awajathaka wage nisa da? ne.,38845,needs_review,uncertain_provenance
SI38845,"oya, meka nam gon harakek level ekak. poddak mole pawichchi karapan.",38846,needs_review,uncertain_provenance
SI38846,"Ane me wage wada karana aya, wadak nathi lajja nadda.",38847,needs_review,uncertain_provenance
SI38847,oya ge idea eka wada nodanna comment karanna kalin hithapan.,38848,needs_review,uncertain_provenance
SI38848,me wage wada karana aya mehema karanne gon harakek nisa da? oya wage aya nisa thamai mehema wenne.,38849,needs_review,uncertain_provenance
SI38849,"Ane manda oya ge reply eka, chater wage behave wenne ai? boruwata katha karanne.",38850,needs_review,uncertain_provenance
SI38850,"Ane manda oya ge wada, hitha nathi wage behave wenne ai? lajja nadda.",38851,needs_review,uncertain_provenance
SI38851,Oya ge post eka nam weda bari meka dakka gaman hina yanawa.,38852,needs_review,uncertain_provenance
SI38852,"me video eka balala comment karana eka hariyata kata witharai wada wage wada karanawa, lajja nadda.",38853,needs_review,uncertain_provenance
SI38853,me video eka balala comment karana eka ta kiyanna one gon harakek wage wada nawaththanna kiyala.,38854,needs_review,uncertain_provenance
SI38854,Mokakda me me wage wada karana aya ge pissu wage wada? ne.,38855,needs_review,uncertain_provenance
SI38855,"Hariyata baluwoth oya wage kenek wadak nathi wage ne, kata wahagena inna.",38856,needs_review,uncertain_provenance
SI38856,"Hariyata baluwoth umbala hitha nathi wage ne, ne.",38857,needs_review,uncertain_provenance
SI38857,umbala moda yakku wage machan.,38858,needs_review,uncertain_provenance
SI38858,"Ane oya, mole kalpana nathi hariyata behave karapan.",38859,needs_review,uncertain_provenance
SI38859,oya ge idea eka nam mole nathi ne lajja nadda.,38860,needs_review,uncertain_provenance
SI38860,umbala nam pissu wage ne poddak mole pawichchi karapan.,38861,needs_review,uncertain_provenance
SI38861,"oya ge kathawa, meka nam weda bari level ekak. hariyata wada karapan.",38862,needs_review,uncertain_provenance
SI38862,mehema wada karana eka mehema karanne hitha nathi nisa da? oya wage aya nisa thamai mehema wenne.,38863,needs_review,uncertain_provenance
SI38863,"oya ge idea eka, meka nam hitha nathi level ekak. meka dakka gaman hina yanawa.",38864,needs_review,uncertain_provenance
SI38864,uba moda yakku wage meka dakka gaman hina yanawa.,38865,needs_review,uncertain_provenance
SI38865,"Ane manda oya ge wada, awajathaka wage wage behave wenne ai? me wage wada nawaththapan.",38866,needs_review,uncertain_provenance
SI38866,uba chater meka nam athi.,38867,needs_review,uncertain_provenance
SI38867,"Ane manda oya ge post eka, weda bari wage behave wenne ai? ban.",38868,needs_review,uncertain_provenance
SI38868,"oya ge idea eka, uba nam gon hariyata.",38869,needs_review,uncertain_provenance
SI38869,"oya ge idea eka hariyata wal buruwa wage wada karanawa, comment karanna kalin hithapan.",38870,needs_review,uncertain_provenance
SI38870,"Hariyata baluwoth uba awajathaka wage wage ne, meka nam athi.",38871,needs_review,uncertain_provenance
SI38871,"Hariyata baluwoth oya ge wada hariyata therumak nathi wage ne, ane.",38872,needs_review,uncertain_provenance
SI38872,"me wage wada karana aya, meka nam wal buruwa level ekak. me wage wada nawaththapan.",38873,needs_review,uncertain_provenance
SI38873,"me wage wada karana aya, uba nam loku talk karana moda thamuse.",38874,needs_review,uncertain_provenance
SI38874,"Ane me video eka balala comment karana eka, awajathaka wage hariyata.",38875,needs_review,uncertain_provenance
SI38875,mehema wada karana eka ge kathawa ahuwama chater kiyala hithenawa.,38876,needs_review,uncertain_provenance
SI38876,"Ane oya ge kathawa, boru karaya meka dakka gaman hina yanawa.",38877,needs_review,uncertain_provenance
SI38877,Me wage gon athal karaya athal danne nathuwa tikak hithapan mehema wada karana eka.,38878,needs_review,uncertain_provenance
SI38878,"me video eka balala comment karana eka hariyata chater wage wada karanawa, machan.",38879,needs_review,uncertain_provenance
SI38879,Mokakda me me video eka balala comment karana eka ge loku talk karana moda wada? ban.,38880,needs_review,uncertain_provenance
SI38880,oya ge post eka gon tikak igena ganin.,38881,needs_review,uncertain_provenance
SI38881,"Hariyata baluwoth oya ge wada moda wage ne, ne.",38882,needs_review,uncertain_provenance
SI38882,oya ge kathawa gon poddak mole pawichchi karapan.,38883,needs_review,uncertain_provenance
SI38883,mehema wada karana eka nam wadak nathi ne hariyata wada karapan.,38884,needs_review,uncertain_provenance
SI38884,oya ta kiyanna one wal buruwa wage wada nawaththanna kiyala.,38885,needs_review,uncertain_provenance
SI38885,"oya ge idea eka, meka nam chater level ekak. hariyata.",38886,needs_review,uncertain_provenance
SI38886,oya wage kenek mehema karanne wada nodanna nisa da? kiyala therenneth ne.,38887,needs_review,uncertain_provenance
SI38887,"oya ge wada, uba nam awajathaka wage comment karanna kalin hithapan.",38888,needs_review,uncertain_provenance
SI38888,"Ane umbala, pissu wage meka dakka gaman hina yanawa.",38889,needs_review,uncertain_provenance
SI38889,umbala mehema karanne wal buruwa nisa da? danawada mokakda kiyala.,38890,needs_review,uncertain_provenance
SI38890,oya ge post eka mehema karanne boru karaya nisa da? lajja nadda.,38891,needs_review,uncertain_provenance
SI38891,oya ge kathawa weda bari hariyata.,38892,needs_review,uncertain_provenance
SI38892,"oya ge reply eka, uba nam mole nathi tikak igena ganin.",38893,needs_review,uncertain_provenance
SI38893,"oya ge idea eka, meka nam weda bari level ekak. tikak igena ganin.",38894,needs_review,uncertain_provenance
SI38894,umbala ge me wage hitha nathi comment dakkama epa wenawa.,38895,needs_review,uncertain_provenance
SI38895,oya wage kenek ta kiyanna one gon harakek wage wada nawaththanna kiyala.,38896,needs_review,uncertain_provenance
SI38896,oya ge reply eka gon tikak igena ganin.,38897,needs_review,uncertain_provenance
SI38897,Oya ge post eka nam mole kalpana nathi boruwata katha karanne.,38898,needs_review,uncertain_provenance
SI38898,oya ge kathawa mehema karanne pissu wage nisa da? me wage wada nawaththapan.,38899,needs_review,uncertain_provenance
SI38899,"oya ge idea eka hariyata hitha nathi wage wada karanawa, tikak igena ganin.",38900,needs_review,uncertain_provenance
SI38900,"Ane oya ge post eka, moda yakku wage ane.",38901,needs_review,uncertain_provenance
SI38901,oya ge kathawa mehema karanne gon athal karaya nisa da? machan.,38902,needs_review,uncertain_provenance
SI38902,"uba, uba nam chater kata wahagena inna.",38903,needs_review,uncertain_provenance
SI38903,"oya ge reply eka hariyata wadak nathi wage wada karanawa, thamuse.",38904,needs_review,uncertain_provenance
SI38904,Oya ge post eka nam pissu wage meka nam athi.,38905,needs_review,uncertain_provenance
SI38905,"Ane manda mehema wada karana eka, weda bari wage behave wenne ai? oya wage aya nisa thamai mehema wenne.",38906,needs_review,uncertain_provenance
SI38906,oya mehema karanne gon athal karaya nisa da? hariyata wada karapan.,38907,needs_review,uncertain_provenance
SI38907,Me wage moda athal danne nathuwa tikak hithapan umbala.,38908,needs_review,uncertain_provenance
SI38908,"Ane oya ge post eka, awajathaka wage me wage wada nawaththapan.",38909,needs_review,uncertain_provenance
SI38909,me video eka balala comment karana eka mehema karanne boru karaya nisa da? ane.,38910,needs_review,uncertain_provenance
SI38910,"Ane oya ge kathawa, chater hariyata wada karapan.",38911,needs_review,uncertain_provenance
SI38911,me video eka balala comment karana eka mehema karanne loku talk karana moda nisa da? thamuse.,38912,needs_review,uncertain_provenance
SI38912,oya ge reply eka mehema karanne pissu wage nisa da? ne.,38913,needs_review,uncertain_provenance
SI38913,Mokakda me oya wage kenek ge wada nodanna wada? meka dakka gaman hina yanawa.,38914,needs_review,uncertain_provenance
SI38914,"umbala, meka nam wada nodanna level ekak. meka dakka gaman hina yanawa.",38915,needs_review,uncertain_provenance
SI38915,oya ge idea eka nam weda bari ne hariyata.,38916,needs_review,uncertain_provenance
SI38916,"Ane uba, boru karaya hariyata.",38917,needs_review,uncertain_provenance
SI38917,"oya, uba nam hariyata therumak nathi danawada mokakda kiyala.",38918,needs_review,uncertain_provenance
SI38918,"oya ge idea eka, uba nam gon tikak igena ganin.",38919,needs_review,uncertain_provenance
SI38919,mehema wada karana eka ge me wage weda bari comment dakkama epa wenawa.,38920,needs_review,uncertain_provenance
SI38920,Oya ge post eka nam wikarayak thamuse.,38921,needs_review,uncertain_provenance
SI38921,me wage wada karana aya weda bari poddak mole pawichchi karapan.,38922,needs_review,uncertain_provenance
SI38922,uba ge me wage gon comment dakkama epa wenawa.,38923,needs_review,uncertain_provenance
SI38923,Oya ge post eka nam wada nodanna me wage wada nawaththapan.,38924,needs_review,uncertain_provenance
SI38924,oya ge idea eka ge kathawa ahuwama moda yakku wage kiyala hithenawa.,38925,needs_review,uncertain_provenance
SI38925,"me wage wada karana aya, uba nam chater danawada mokakda kiyala.",38926,needs_review,uncertain_provenance
SI38926,"Ane manda oya ge reply eka, wikarayak wage behave wenne ai? meka nam athi.",38927,needs_review,uncertain_provenance
SI38927,"Ane me wage wada karana aya, gon athal karaya hariyata.",38928,needs_review,uncertain_provenance
SI38928,"oya ge reply eka, uba nam mole kalpana nathi kata wahagena inna.",38929,needs_review,uncertain_provenance
SI38929,"Ane me wage wada karana aya, hitha nathi meka dakka gaman hina yanawa.",38930,needs_review,uncertain_provenance
SI38930,uba nam boru karaya ne me wage wada nawaththapan.,38931,needs_review,uncertain_provenance
SI38931,me video eka balala comment karana eka mole nathi me wage wada nawaththapan.,38932,needs_review,uncertain_provenance
SI38932,"umbala hariyata gon athal karaya wage wada karanawa, hariyata wada karapan.",38933,needs_review,uncertain_provenance
SI38933,"uba hariyata wikarayak wage wada karanawa, hariyata wada karapan.",38934,needs_review,uncertain_provenance
SI38934,"oya wage kenek, uba nam gon hariyata wada karapan.",38935,needs_review,uncertain_provenance
SI38935,Mokakda me oya ge reply eka ge moda wada? ane.,38936,needs_review,uncertain_provenance
SI38936,Mokakda me oya ge wada ge chater wada? boruwata katha karanne.,38937,needs_review,uncertain_provenance
SI38937,oya ge idea eka ta kiyanna one wadak nathi wage wada nawaththanna kiyala.,38938,needs_review,uncertain_provenance
SI38938,"oya ge idea eka, meka nam hitha nathi level ekak. comment karanna kalin hithapan.",38939,needs_review,uncertain_provenance
SI38939,umbala ge kathawa ahuwama chater kiyala hithenawa.,38940,needs_review,uncertain_provenance
SI38940,Me wage pissu wage athal danne nathuwa tikak hithapan me comment eka danapu eka.,38941,needs_review,uncertain_provenance
SI38941,me wage wada karana aya nam boru karaya ne ban.,38942,needs_review,uncertain_provenance
SI38942,me comment eka danapu eka ta kiyanna one hitha nathi wage wada nawaththanna kiyala.,38943,needs_review,uncertain_provenance
SI38943,oya ge post eka ta kiyanna one hariyata therumak nathi wage wada nawaththanna kiyala.,38944,needs_review,uncertain_provenance
SI38944,"Ane manda mehema wada karana eka, gon wage behave wenne ai? thamuse.",38945,needs_review,uncertain_provenance
SI38945,"Hariyata baluwoth oya wage kenek loku talk karana moda wage ne, me wage wada nawaththapan.",38946,needs_review,uncertain_provenance
SI38946,oya ge wada ta kiyanna one gon wage wada nawaththanna kiyala.,38947,needs_review,uncertain_provenance
SI38947,me wage wada karana aya nam hariyata therumak nathi ne meka dakka gaman hina yanawa.,38948,needs_review,uncertain_provenance
SI38948,oya ge post eka mehema karanne gon nisa da? thamuse.,38949,needs_review,uncertain_provenance
SI38949,"Hariyata baluwoth oya gon athal karaya wage ne, oya wage aya nisa thamai mehema wenne.",38950,needs_review,uncertain_provenance
SI38950,umbala ge me wage mole kalpana nathi comment dakkama epa wenawa.,38951,needs_review,uncertain_provenance
SI38951,"Ane manda uba, wada nodanna wage behave wenne ai? oya wage aya nisa thamai mehema wenne.",38952,needs_review,uncertain_provenance
SI38952,Me wage chater athal danne nathuwa tikak hithapan oya ge wada.,38953,needs_review,uncertain_provenance
SI38953,me wage wada karana aya moda yakku wage oya wage aya nisa thamai mehema wenne.,38954,needs_review,uncertain_provenance
SI38954,"Ane manda oya, chater wage behave wenne ai? ane.",38955,needs_review,uncertain_provenance
SI38955,Mokakda me uba ge moda yakku wage wada? tikak igena ganin.,38956,needs_review,uncertain_provenance
SI38956,"Ane me video eka balala comment karana eka, wal buruwa kiyala therenneth ne.",38957,needs_review,uncertain_provenance
SI38957,"mehema wada karana eka, uba nam boru karaya ban.",38958,needs_review,uncertain_provenance
SI38958,"oya ge idea eka hariyata kata witharai wada wage wada karanawa, kata wahagena inna.",38959,needs_review,uncertain_provenance
SI38959,Mokakda me oya ge kathawa ge moda wada? danawada mokakda kiyala.,38960,needs_review,uncertain_provenance
SI38960,Mokakda me oya ge kathawa ge loku talk karana moda wada? hariyata behave karapan.,38961,needs_review,uncertain_provenance
SI38961,"Ane manda oya ge post eka, boru karaya wage behave wenne ai? hariyata behave karapan.",38962,needs_review,uncertain_provenance
SI38962,oya ge idea eka wadak nathi oya wage aya nisa thamai mehema wenne.,38963,needs_review,uncertain_provenance
SI38963,me video eka balala comment karana eka mehema karanne awajathaka wage nisa da? me wage wada nawaththapan.,38964,needs_review,uncertain_provenance
SI38964,"mehema wada karana eka, meka nam wal buruwa level ekak. danawada mokakda kiyala.",38965,needs_review,uncertain_provenance
SI38965,Me wage loku talk karana moda athal danne nathuwa tikak hithapan oya wage kenek.,38966,needs_review,uncertain_provenance
SI38966,"Ane oya ge wada, hitha nathi ane.",38967,needs_review,uncertain_provenance
SI38967,"me video eka balala comment karana eka, uba nam mole nathi tikak igena ganin.",38968,needs_review,uncertain_provenance
SI38968,"uba, meka nam wikarayak level ekak. tikak igena ganin.",38969,needs_review,uncertain_provenance
SI38969,"Ane me video eka balala comment karana eka, gon kata wahagena inna.",38970,needs_review,uncertain_provenance
SI38970,"me video eka balala comment karana eka, meka nam gon harakek level ekak. tikak igena ganin.",38971,needs_review,uncertain_provenance
SI38971,"Ane manda mehema wada karana eka, hariyata therumak nathi wage behave wenne ai? hariyata behave karapan.",38972,needs_review,uncertain_provenance
SI38972,"me video eka balala comment karana eka, uba nam wada nodanna boruwata katha karanne.",38973,needs_review,uncertain_provenance
SI38973,Oya ge post eka nam gon kiyala therenneth ne.,38974,needs_review,uncertain_provenance
SI38974,"oya hariyata loku talk karana moda wage wada karanawa, machan.",38975,needs_review,uncertain_provenance
SI38975,Mokakda me me video eka balala comment karana eka ge wikarayak wada? oya wage aya nisa thamai mehema wenne.,38976,needs_review,uncertain_provenance
SI38976,oya ge wada ta kiyanna one mole nathi wage wada nawaththanna kiyala.,38977,needs_review,uncertain_provenance
SI38977,Mokakda me oya ge wada ge wal buruwa wada? meka nam athi.,38978,needs_review,uncertain_provenance
SI38978,"me comment eka danapu eka hariyata loku talk karana moda wage wada karanawa, comment karanna kalin hithapan.",38979,needs_review,uncertain_provenance
SI38979,"Ane me video eka balala comment karana eka, kata witharai wada ane.",38980,needs_review,uncertain_provenance
SI38980,oya ge post eka mehema karanne wada nodanna nisa da? hariyata wada karapan.,38981,needs_review,uncertain_provenance
SI38981,"Ane oya ge idea eka, chater lajja nadda.",38982,needs_review,uncertain_provenance
SI38982,oya ge idea eka mehema karanne hariyata therumak nathi nisa da? poddak mole pawichchi karapan.,38983,needs_review,uncertain_provenance
SI38983,"oya ge idea eka, uba nam wadak nathi danawada mokakda kiyala.",38984,needs_review,uncertain_provenance
SI38984,me comment eka danapu eka wada nodanna oya wage aya nisa thamai mehema wenne.,38985,needs_review,uncertain_provenance
SI38985,oya ge kathawa mehema karanne hitha nathi nisa da? meka nam athi.,38986,needs_review,uncertain_provenance
SI38986,oya mehema karanne wada nodanna nisa da? kiyala therenneth ne.,38987,needs_review,uncertain_provenance
SI38987,me wage wada karana aya mehema karanne kata witharai wada nisa da? comment karanna kalin hithapan.,38988,needs_review,uncertain_provenance
SI38988,oya loku talk karana moda ane.,38989,needs_review,uncertain_provenance
SI38989,oya ge post eka ge kathawa ahuwama loku talk karana moda kiyala hithenawa.,38990,needs_review,uncertain_provenance
SI38990,"Ane manda uba, gon athal karaya wage behave wenne ai? oya wage aya nisa thamai mehema wenne.",38991,needs_review,uncertain_provenance
SI38991,"Ane oya ge post eka, gon athal karaya meka dakka gaman hina yanawa.",38992,needs_review,uncertain_provenance
SI38992,"Ane umbala, loku talk karana moda hariyata.",38993,needs_review,uncertain_provenance
SI38993,mehema wada karana eka mehema karanne moda yakku wage nisa da? me wage wada nawaththapan.,38994,needs_review,uncertain_provenance
SI38994,Oya ge post eka nam wal buruwa thamuse.,38995,needs_review,uncertain_provenance
SI38995,Me wage pissu wage athal danne nathuwa tikak hithapan me wage wada karana aya.,38996,needs_review,uncertain_provenance
SI38996,oya wage kenek ge me wage kata witharai wada comment dakkama epa wenawa.,38997,needs_review,uncertain_provenance
SI38997,"umbala hariyata chater wage wada karanawa, tikak igena ganin.",38998,needs_review,uncertain_provenance
SI38998,"Ane manda me comment eka danapu eka, wada nodanna wage behave wenne ai? machan.",38999,needs_review,uncertain_provenance
SI38999,oya wada nodanna boruwata katha karanne.,39000,needs_review,uncertain_provenance
SI39000,"umbala, meka nam kata witharai wada level ekak. me wage wada nawaththapan.",39001,needs_review,uncertain_provenance
SI39001,Oya ge post eka nam gon athal karaya oya wage aya nisa thamai mehema wenne.,39002,needs_review,uncertain_provenance
SI39002,oya nam hitha nathi ne hariyata behave karapan.,39003,needs_review,uncertain_provenance
SI39003,me wage wada karana aya ge me wage wal buruwa comment dakkama epa wenawa.,39004,needs_review,uncertain_provenance
SI39004,mehema wada karana eka nam chater ne lajja nadda.,39005,needs_review,uncertain_provenance
SI39005,"Ane manda me wage wada karana aya, mole nathi wage behave wenne ai? meka dakka gaman hina yanawa.",39006,needs_review,uncertain_provenance
SI39006,"umbala, uba nam loku talk karana moda hariyata wada karapan.",39007,needs_review,uncertain_provenance
SI39007,"oya ge idea eka, meka nam gon level ekak. oya wage aya nisa thamai mehema wenne.",39008,needs_review,uncertain_provenance
SI39008,Me wage kata witharai wada athal danne nathuwa tikak hithapan oya ge kathawa.,39009,needs_review,uncertain_provenance
SI39009,me wage wada karana aya mehema karanne mole kalpana nathi nisa da? meka dakka gaman hina yanawa.,39010,needs_review,uncertain_provenance
SI39010,"Ane oya ge kathawa, awajathaka wage boruwata katha karanne.",39011,needs_review,uncertain_provenance
SI39011,oya ge me wage hitha nathi comment dakkama epa wenawa.,39012,needs_review,uncertain_provenance
SI39012,oya ge wada awajathaka wage ane.,39013,needs_review,uncertain_provenance
SI39013,"Hariyata baluwoth oya ge reply eka hariyata therumak nathi wage ne, meka dakka gaman hina yanawa.",39014,needs_review,uncertain_provenance
SI39014,me video eka balala comment karana eka mehema karanne awajathaka wage nisa da? poddak mole pawichchi karapan.,39015,needs_review,uncertain_provenance
SI39015,"oya wage kenek hariyata moda yakku wage wage wada karanawa, danawada mokakda kiyala.",39016,needs_review,uncertain_provenance
SI39016,Oya ge post eka nam mole nathi oya wage aya nisa thamai mehema wenne.,39017,needs_review,uncertain_provenance
SI39017,"Ane oya ge wada, wikarayak machan.",39018,needs_review,uncertain_provenance
SI39018,"oya ge wada, uba nam wadak nathi hariyata wada karapan.",39019,needs_review,uncertain_provenance
SI39019,oya ge idea eka ge me wage moda yakku wage comment dakkama epa wenawa.,39020,needs_review,uncertain_provenance
SI39020,"Ane oya ge kathawa, loku talk karana moda meka dakka gaman hina yanawa.",39021,needs_review,uncertain_provenance
SI39021,"mehema wada karana eka, uba nam moda yakku wage kata wahagena inna.",39022,needs_review,uncertain_provenance
SI39022,mehema wada karana eka ge kathawa ahuwama gon kiyala hithenawa.,39023,needs_review,uncertain_provenance
SI39023,"Ane me comment eka danapu eka, hariyata therumak nathi thamuse.",39024,needs_review,uncertain_provenance
SI39024,mehema wada karana eka ge kathawa ahuwama wadak nathi kiyala hithenawa.,39025,needs_review,uncertain_provenance
SI39025,oya ge kathawa nam moda yakku wage ne lajja nadda.,39026,needs_review,uncertain_provenance
SI39026,"Ane manda mehema wada karana eka, awajathaka wage wage behave wenne ai? meka dakka gaman hina yanawa.",39027,needs_review,uncertain_provenance
SI39027,"oya wage kenek, uba nam hitha nathi kata wahagena inna.",39028,needs_review,uncertain_provenance
SI39028,"Ane manda me video eka balala comment karana eka, wikarayak wage behave wenne ai? thamuse.",39029,needs_review,uncertain_provenance
SI39029,"me video eka balala comment karana eka, uba nam chater me wage wada nawaththapan.",39030,needs_review,uncertain_provenance
SI39030,Oya ge post eka nam wada nodanna ne.,39031,needs_review,uncertain_provenance
SI39031,Oya ge post eka nam boru karaya tikak igena ganin.,39032,needs_review,uncertain_provenance
SI39032,Mokakda me oya ge post eka ge gon wada? boruwata katha karanne.,39033,needs_review,uncertain_provenance
SI39033,oya wage kenek ta kiyanna one wada nodanna wage wada nawaththanna kiyala.,39034,needs_review,uncertain_provenance
SI39034,oya ge idea eka mole kalpana nathi ane.,39035,needs_review,uncertain_provenance
SI39035,mehema wada karana eka ge me wage boru karaya comment dakkama epa wenawa.,39036,needs_review,uncertain_provenance
SI39036,oya chater kiyala therenneth ne.,39037,needs_review,uncertain_provenance
SI39037,"oya wage kenek hariyata wada nodanna wage wada karanawa, thamuse.",39038,needs_review,uncertain_provenance
SI39038,me comment eka danapu eka ge me wage moda comment dakkama epa wenawa.,39039,needs_review,uncertain_provenance
SI39039,"Ane oya, moda yakku wage me wage wada nawaththapan.",39040,needs_review,uncertain_provenance
SI39040,mehema wada karana eka nam loku talk karana moda ne oya wage aya nisa thamai mehema wenne.,39041,needs_review,uncertain_provenance
SI39041,oya ge post eka mehema karanne kata witharai wada nisa da? comment karanna kalin hithapan.,39042,needs_review,uncertain_provenance
SI39042,oya ge reply eka ge kathawa ahuwama moda kiyala hithenawa.,39043,needs_review,uncertain_provenance
SI39043,Mokakda me uba ge weda bari wada? hariyata.,39044,needs_review,uncertain_provenance
SI39044,"mehema wada karana eka, meka nam moda yakku wage level ekak. me wage wada nawaththapan.",39045,needs_review,uncertain_provenance
SI39045,Mokakda me oya ge kathawa ge wada nodanna wada? comment karanna kalin hithapan.,39046,needs_review,uncertain_provenance
SI39046,Oya ge post eka nam wal buruwa ban.,39047,needs_review,uncertain_provenance
SI39047,oya ge reply eka nam gon ne hariyata.,39048,needs_review,uncertain_provenance
SI39048,Mokakda me umbala ge mole nathi wada? danawada mokakda kiyala.,39049,needs_review,uncertain_provenance
SI39049,"oya ge kathawa hariyata boru karaya wage wada karanawa, meka dakka gaman hina yanawa.",39050,needs_review,uncertain_provenance
SI39050,"Ane uba, moda yakku wage kiyala therenneth ne.",39051,needs_review,uncertain_provenance
SI39051,me wage wada karana aya wada nodanna ane.,39052,needs_review,uncertain_provenance
SI39052,"Ane oya ge idea eka, wada nodanna kata wahagena inna.",39053,needs_review,uncertain_provenance
SI39053,"Ane manda me comment eka danapu eka, pissu wage wage behave wenne ai? kiyala therenneth ne.",39054,needs_review,uncertain_provenance
SI39054,umbala loku talk karana moda kiyala therenneth ne.,39055,needs_review,uncertain_provenance
SI39055,"oya ge reply eka hariyata kata witharai wada wage wada karanawa, ane.",39056,needs_review,uncertain_provenance
SI39056,me video eka balala comment karana eka ge me wage kata witharai wada comment dakkama epa wenawa.,39057,needs_review,uncertain_provenance
SI39057,Mokakda me me wage wada karana aya ge boru karaya wada? me wage wada nawaththapan.,39058,needs_review,uncertain_provenance
SI39058,"Ane manda oya ge reply eka, kata witharai wada wage behave wenne ai? kiyala therenneth ne.",39059,needs_review,uncertain_provenance
SI39059,Oya ge post eka nam moda kiyala therenneth ne.,39060,needs_review,uncertain_provenance
SI39060,oya ge idea eka gon hariyata.,39061,needs_review,uncertain_provenance
SI39061,"me comment eka danapu eka, meka nam weda bari level ekak. lajja nadda.",39062,needs_review,uncertain_provenance
SI39062,"Hariyata baluwoth oya ge wada gon wage ne, kata wahagena inna.",39063,needs_review,uncertain_provenance
SI39063,oya ge wada moda comment karanna kalin hithapan.,39064,needs_review,uncertain_provenance
SI39064,"Hariyata baluwoth uba wal buruwa wage ne, machan.",39065,needs_review,uncertain_provenance
SI39065,oya ge kathawa ta kiyanna one moda wage wada nawaththanna kiyala.,39066,needs_review,uncertain_provenance
SI39066,Me wage gon athal karaya athal danne nathuwa tikak hithapan me video eka balala comment karana eka.,39067,needs_review,uncertain_provenance
SI39067,"oya ge kathawa hariyata chater wage wada karanawa, kiyala therenneth ne.",39068,needs_review,uncertain_provenance
SI39068,"Ane me comment eka danapu eka, awajathaka wage me wage wada nawaththapan.",39069,needs_review,uncertain_provenance
SI39069,"Hariyata baluwoth mehema wada karana eka mole nathi wage ne, thamuse.",39070,needs_review,uncertain_provenance
SI39070,"umbala hariyata hitha nathi wage wada karanawa, oya wage aya nisa thamai mehema wenne.",39071,needs_review,uncertain_provenance
SI39071,oya ge idea eka mehema karanne gon athal karaya nisa da? poddak mole pawichchi karapan.,39072,needs_review,uncertain_provenance
SI39072,oya ge post eka ta kiyanna one boru karaya wage wada nawaththanna kiyala.,39073,needs_review,uncertain_provenance
SI39073,"oya, uba nam mole nathi thamuse.",39074,needs_review,uncertain_provenance
SI39074,"me video eka balala comment karana eka, meka nam hitha nathi level ekak. hariyata wada karapan.",39075,needs_review,uncertain_provenance
SI39075,Oya ge post eka nam moda kata wahagena inna.,39076,needs_review,uncertain_provenance
SI39076,"Hariyata baluwoth oya ge post eka wikarayak wage ne, hariyata behave karapan.",39077,needs_review,uncertain_provenance
SI39077,umbala ge kathawa ahuwama hariyata therumak nathi kiyala hithenawa.,39078,needs_review,uncertain_provenance
SI39078,"Ane manda mehema wada karana eka, wada nodanna wage behave wenne ai? hariyata.",39079,needs_review,uncertain_provenance
SI39079,"Ane manda me comment eka danapu eka, gon harakek wage behave wenne ai? hariyata.",39080,needs_review,uncertain_provenance
SI39080,"oya wage kenek, uba nam boru karaya oya wage aya nisa thamai mehema wenne.",39081,needs_review,uncertain_provenance
SI39081,mehema wada karana eka ta kiyanna one wadak nathi wage wada nawaththanna kiyala.,39082,needs_review,uncertain_provenance
SI39082,Oya ge post eka nam hitha nathi hariyata wada karapan.,39083,needs_review,uncertain_provenance
SI39083,Oya ge post eka nam awajathaka wage danawada mokakda kiyala.,39084,needs_review,uncertain_provenance
SI39084,"me comment eka danapu eka, uba nam loku talk karana moda thamuse.",39085,needs_review,uncertain_provenance
SI39085,"oya ge post eka, meka nam chater level ekak. ane.",39086,needs_review,uncertain_provenance
SI39086,"Ane manda oya, gon harakek wage behave wenne ai? poddak mole pawichchi karapan.",39087,needs_review,uncertain_provenance
SI39087,"me video eka balala comment karana eka hariyata mole nathi wage wada karanawa, poddak mole pawichchi karapan.",39088,needs_review,uncertain_provenance
SI39088,"Hariyata baluwoth uba boru karaya wage ne, boruwata katha karanne.",39089,needs_review,uncertain_provenance
SI39089,me comment eka danapu eka mehema karanne chater nisa da? meka dakka gaman hina yanawa.,39090,needs_review,uncertain_provenance
