id,SINGLISH,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,avatar_url,original_text,text,original_label,label,clean_text,text_length,word_count,language_type,suspicious_subtitle,removal_reason,normalized_for_dedup,duplicate_flag,label_conflict,manual_review
24400,menna oba mama oben awankawa yamak esuwoth obata kamak nedda oba mage duwata [Unkown] obe duwata adaraya karana pirimi lamayekuta ohuge hisa pareeksha kala yuthuya,,,,,,,,,,,menna oba mama oben awankawa yamak esuwoth obata kamak nedda oba mage duwata [Unkown] obe duwata adaraya karana pirimi lamayekuta ohuge hisa pareeksha kala yuthuya,menna oba mama oben awankawa yamak esuwoth obata kamak nedda oba mage duwata [Unkown] obe duwata adaraya karana pirimi lamayekuta ohuge hisa pareeksha kala yuthuya,,,menna oba mama oben awankawa yamak esuwoth obata kamak nedda oba mage duwata [unkown] obe duwata adaraya karana pirimi lamayekuta ohuge hisa pareeksha kala yuthuya,163,25,Singlish,True,subtitle_noise,menna oba mama oben awankawa yamak esuwoth obata kamak nedda oba mage duwata [unkown] obe duwata adaraya karana pirimi lamayekuta ohuge hisa pareeksha kala yuthuya,False,False,False
24403,mama oben prashnayak esuwemi oba eyata [Unkown] ow namuth eya mata wiruddhawa thaba ganna epa mama tikak modayi,,,,,,,,,,,mama oben prashnayak esuwemi oba eyata [Unkown] ow namuth eya mata wiruddhawa thaba ganna epa mama tikak modayi,mama oben prashnayak esuwemi oba eyata [Unkown] ow namuth eya mata wiruddhawa thaba ganna epa mama tikak modayi,,,mama oben prashnayak esuwemi oba eyata [unkown] ow namuth eya mata wiruddhawa thaba ganna epa mama tikak modayi,111,18,Singlish,True,subtitle_noise,mama oben prashnayak esuwemi oba eyata [unkown] ow namuth eya mata wiruddhawa thaba ganna epa mama tikak modayi,False,False,False
24409,maknisada yath ema moda raju [Unkown] samanga wiwaha weema oba obe kalaya nasthi kireemaki mama denatamath ohu samanga wiwaha wee sitimi,,,,,,,,,,,maknisada yath ema moda raju [Unkown] samanga wiwaha weema oba obe kalaya nasthi kireemaki mama denatamath ohu samanga wiwaha wee sitimi,maknisada yath ema moda raju [Unkown] samanga wiwaha weema oba obe kalaya nasthi kireemaki mama denatamath ohu samanga wiwaha wee sitimi,,,maknisada yath ema moda raju [unkown] samanga wiwaha weema oba obe kalaya nasthi kireemaki mama denatamath ohu samanga wiwaha wee sitimi,136,21,Singlish,True,subtitle_noise,maknisada yath ema moda raju [unkown] samanga wiwaha weema oba obe kalaya nasthi kireemaki mama denatamath ohu samanga wiwaha wee sitimi,False,False,False
24412,gandhita pol weni supawediyeku sitiya nam eya indiyawe samastha deshapalana thathwayama wenas karayi obata mawa polambawanna behe obata [Unkown] mama kanne nehe,,,,,,,,,,,gandhita pol weni supawediyeku sitiya nam eya indiyawe samastha deshapalana thathwayama wenas karayi obata mawa polambawanna behe obata [Unkown] mama kanne nehe,gandhita pol weni supawediyeku sitiya nam eya indiyawe samastha deshapalana thathwayama wenas karayi obata mawa polambawanna behe obata [Unkown] mama kanne nehe,,,gandhita pol weni supawediyeku sitiya nam eya indiyawe samastha deshapalana thathwayama wenas karayi obata mawa polambawanna behe obata [unkown] mama kanne nehe,160,22,Singlish,True,subtitle_noise,gandhita pol weni supawediyeku sitiya nam eya indiyawe samastha deshapalana thathwayama wenas karayi obata mawa polambawanna behe obata [unkown] mama kanne nehe,False,False,False
24425,kamak ne mata eka thereyi [Unkown] eyi oya mage katin e wachane pita kale kiyala sthuthiyi ohu me wana wita rate sitina hondama piyasara karannangen keneki ohu japanayata sancharayak selasum karayi,,,,,,,,,,,kamak ne mata eka thereyi [Unkown] eyi oya mage katin e wachane pita kale kiyala sthuthiyi ohu me wana wita rate sitina hondama piyasara karannangen keneki ohu japanayata sancharayak selasum karayi,kamak ne mata eka thereyi [Unkown] eyi oya mage katin e wachane pita kale kiyala sthuthiyi ohu me wana wita rate sitina hondama piyasara karannangen keneki ohu japanayata sancharayak selasum karayi,,,kamak ne mata eka thereyi [unkown] eyi oya mage katin e wachane pita kale kiyala sthuthiyi ohu me wana wita rate sitina hondama piyasara karannangen keneki ohu japanayata sancharayak selasum karayi,197,31,Singlish,True,subtitle_noise,kamak ne mata eka thereyi [unkown] eyi oya mage katin e wachane pita kale kiyala sthuthiyi ohu me wana wita rate sitina hondama piyasara karannangen keneki ohu japanayata sancharayak selasum karayi,False,False,False
24431,mama mage hadawathinma [Unkown] mata ah pol [Unkown] kek eka lassanayi mama kemathi akarayatama guli wenna ona nam mama kegahanawa,,,,,,,,,,,mama mage hadawathinma [Unkown] mata ah pol [Unkown] kek eka lassanayi mama kemathi akarayatama guli wenna ona nam mama kegahanawa,mama mage hadawathinma [Unkown] mata ah pol [Unkown] kek eka lassanayi mama kemathi akarayatama guli wenna ona nam mama kegahanawa,,,mama mage hadawathinma [unkown] mata ah pol [unkown] kek eka lassanayi mama kemathi akarayatama guli wenna ona nam mama kegahanawa,130,20,Singlish,True,subtitle_noise,mama mage hadawathinma [unkown] mata ah pol [unkown] kek eka lassanayi mama kemathi akarayatama guli wenna ona nam mama kegahanawa,False,False,False
24434,samawenna hondatama dawal heena dakimin wenna ethi hema deyakma set wela sehena kalabalayak ethi karanawa wediyi [Unkown] king adinna yanawa,,,,,,,,,,,samawenna hondatama dawal heena dakimin wenna ethi hema deyakma set wela sehena kalabalayak ethi karanawa wediyi [Unkown] king adinna yanawa,samawenna hondatama dawal heena dakimin wenna ethi hema deyakma set wela sehena kalabalayak ethi karanawa wediyi [Unkown] king adinna yanawa,,,samawenna hondatama dawal heena dakimin wenna ethi hema deyakma set wela sehena kalabalayak ethi karanawa wediyi [unkown] king adinna yanawa,140,20,Singlish,True,subtitle_noise,samawenna hondatama dawal heena dakimin wenna ethi hema deyakma set wela sehena kalabalayak ethi karanawa wediyi [unkown] king adinna yanawa,False,False,False
24470,mama mage kalaye sirakaruwan samanga katayuthu kara ethi bawa etharam sarala deyak nowe namuth gehenu lamayekuge [Unkown] nisa mama eyawa beleemata yana me siyalu kalabalaya meya wikarayaki,,,,,,,,,,,mama mage kalaye sirakaruwan samanga katayuthu kara ethi bawa etharam sarala deyak nowe namuth gehenu lamayekuge [Unkown] nisa mama eyawa beleemata yana me siyalu kalabalaya meya wikarayaki,mama mage kalaye sirakaruwan samanga katayuthu kara ethi bawa etharam sarala deyak nowe namuth gehenu lamayekuge [Unkown] nisa mama eyawa beleemata yana me siyalu kalabalaya meya wikarayaki,,,mama mage kalaye sirakaruwan samanga katayuthu kara ethi bawa etharam sarala deyak nowe namuth gehenu lamayekuge [unkown] nisa mama eyawa beleemata yana me siyalu kalabalaya meya wikarayaki,189,27,Singlish,True,subtitle_noise,mama mage kalaye sirakaruwan samanga katayuthu kara ethi bawa etharam sarala deyak nowe namuth gehenu lamayekuge [unkown] nisa mama eyawa beleemata yana me siyalu kalabalaya meya wikarayaki,False,False,False
24475,oba sithuwe oba wisinma [Unkown] eya siyalu mul pitu eweni darshaneeya deyak bawata path karanne manda yannayi [Unkown],,,,,,,,,,,oba sithuwe oba wisinma [Unkown] eya siyalu mul pitu eweni darshaneeya deyak bawata path karanne manda yannayi [Unkown],oba sithuwe oba wisinma [Unkown] eya siyalu mul pitu eweni darshaneeya deyak bawata path karanne manda yannayi [Unkown],,,oba sithuwe oba wisinma [unkown] eya siyalu mul pitu eweni darshaneeya deyak bawata path karanne manda yannayi [unkown],119,18,Singlish,True,subtitle_noise,oba sithuwe oba wisinma [unkown] eya siyalu mul pitu eweni darshaneeya deyak bawata path karanne manda yannayi [unkown],False,False,False
24484,katha kireemata awashya netha kisiweku samanga katha kireemata awashya netha kisiweku dekeemata awashya netha namuth eya durakathanayen [Unkown] raju ya,,,,,,,,,,,katha kireemata awashya netha kisiweku samanga katha kireemata awashya netha kisiweku dekeemata awashya netha namuth eya durakathanayen [Unkown] raju ya,katha kireemata awashya netha kisiweku samanga katha kireemata awashya netha kisiweku dekeemata awashya netha namuth eya durakathanayen [Unkown] raju ya,,,katha kireemata awashya netha kisiweku samanga katha kireemata awashya netha kisiweku dekeemata awashya netha namuth eya durakathanayen [unkown] raju ya,152,20,Singlish,True,subtitle_noise,katha kireemata awashya netha kisiweku samanga katha kireemata awashya netha kisiweku dekeemata awashya netha namuth eya durakathanayen [unkown] raju ya,False,False,False
24488,eyi eyi oya baya nedda oya [Unkown] pichcheyi kiyala mata ne mama [Unkown] ekak puchchanawa mage [Unkown] pichchenne nehe,,,,,,,,,,,eyi eyi oya baya nedda oya [Unkown] pichcheyi kiyala mata ne mama [Unkown] ekak puchchanawa mage [Unkown] pichchenne nehe,eyi eyi oya baya nedda oya [Unkown] pichcheyi kiyala mata ne mama [Unkown] ekak puchchanawa mage [Unkown] pichchenne nehe,,,eyi eyi oya baya nedda oya [unkown] pichcheyi kiyala mata ne mama [unkown] ekak puchchanawa mage [unkown] pichchenne nehe,121,19,Singlish,True,subtitle_noise,eyi eyi oya baya nedda oya [unkown] pichcheyi kiyala mata ne mama [unkown] ekak puchchanawa mage [unkown] pichchenne nehe,False,False,False
24489,[Unkown] mee ne mama [Unkown] pulussanna mage [Unkown] pichchenne nehe jeewithaye kelawara lesa mama eya athhera damami,,,,,,,,,,,[Unkown] mee ne mama [Unkown] pulussanna mage [Unkown] pichchenne nehe jeewithaye kelawara lesa mama eya athhera damami,[Unkown] mee ne mama [Unkown] pulussanna mage [Unkown] pichchenne nehe jeewithaye kelawara lesa mama eya athhera damami,,,[unkown] mee ne mama [unkown] pulussanna mage [unkown] pichchenne nehe jeewithaye kelawara lesa mama eya athhera damami,119,17,Singlish,True,subtitle_noise,[unkown] mee ne mama [unkown] pulussanna mage [unkown] pichchenne nehe jeewithaye kelawara lesa mama eya athhera damami,False,False,False
24493,oba ema puwathpath iwath kireemata tharam honda nam mata asunak thibe hondayi obe kamisaya tharuna [Unkown] matha thaba ganna,,,,,,,,,,,oba ema puwathpath iwath kireemata tharam honda nam mata asunak thibe hondayi obe kamisaya tharuna [Unkown] matha thaba ganna,oba ema puwathpath iwath kireemata tharam honda nam mata asunak thibe hondayi obe kamisaya tharuna [Unkown] matha thaba ganna,,,oba ema puwathpath iwath kireemata tharam honda nam mata asunak thibe hondayi obe kamisaya tharuna [unkown] matha thaba ganna,125,19,Singlish,True,subtitle_noise,oba ema puwathpath iwath kireemata tharam honda nam mata asunak thibe hondayi obe kamisaya tharuna [unkown] matha thaba ganna,False,False,False
24494,hari hari hari oyage kamisaya obayi mayi athare tharuna [Unkown] matha thiyaganna mama kawadawath eka galawanna hithuwe ne,,,,,,,,,,,hari hari hari oyage kamisaya obayi mayi athare tharuna [Unkown] matha thiyaganna mama kawadawath eka galawanna hithuwe ne,hari hari hari oyage kamisaya obayi mayi athare tharuna [Unkown] matha thiyaganna mama kawadawath eka galawanna hithuwe ne,,,hari hari hari oyage kamisaya obayi mayi athare tharuna [unkown] matha thiyaganna mama kawadawath eka galawanna hithuwe ne,122,18,Singlish,True,subtitle_noise,hari hari hari oyage kamisaya obayi mayi athare tharuna [unkown] matha thiyaganna mama kawadawath eka galawanna hithuwe ne,False,False,False
24508,api [Unkown] wetha yana wita obata yam mudalak gewa niwasata ya heka eyi [Unkown] ow mama anumana karanawa,,,,,,,,,,,api [Unkown] wetha yana wita obata yam mudalak gewa niwasata ya heka eyi [Unkown] ow mama anumana karanawa,api [Unkown] wetha yana wita obata yam mudalak gewa niwasata ya heka eyi [Unkown] ow mama anumana karanawa,,,api [unkown] wetha yana wita obata yam mudalak gewa niwasata ya heka eyi [unkown] ow mama anumana karanawa,106,18,Singlish,True,subtitle_noise,api [unkown] wetha yana wita obata yam mudalak gewa niwasata ya heka eyi [unkown] ow mama anumana karanawa,False,False,False
24512,modayek wenna epa oyata oyage beg eka nethi wunata oyage nama mokakda kiyala mata eka wartha karanna awashya nehe [Unkown],,,,,,,,,,,modayek wenna epa oyata oyage beg eka nethi wunata oyage nama mokakda kiyala mata eka wartha karanna awashya nehe [Unkown],modayek wenna epa oyata oyage beg eka nethi wunata oyage nama mokakda kiyala mata eka wartha karanna awashya nehe [Unkown],,,modayek wenna epa oyata oyage beg eka nethi wunata oyage nama mokakda kiyala mata eka wartha karanna awashya nehe [unkown],122,20,Singlish,True,subtitle_noise,modayek wenna epa oyata oyage beg eka nethi wunata oyage nama mokakda kiyala mata eka wartha karanna awashya nehe [unkown],False,False,False
24521,oba saha [Unkown] paramadarshee kandayamak bawata path karanu ethi dhanawathekuge narak wu pissek gena oba katha karanne kumak da [Unkown],,,,,,,,,,,oba saha [Unkown] paramadarshee kandayamak bawata path karanu ethi dhanawathekuge narak wu pissek gena oba katha karanne kumak da [Unkown],oba saha [Unkown] paramadarshee kandayamak bawata path karanu ethi dhanawathekuge narak wu pissek gena oba katha karanne kumak da [Unkown],,,oba saha [unkown] paramadarshee kandayamak bawata path karanu ethi dhanawathekuge narak wu pissek gena oba katha karanne kumak da [unkown],138,20,Singlish,True,subtitle_noise,oba saha [unkown] paramadarshee kandayamak bawata path karanu ethi dhanawathekuge narak wu pissek gena oba katha karanne kumak da [unkown],False,False,False
24522,dhanawath minisekuge narak wu pissek oba saha [Unkown] paramadarshee kandayamak sadanu etha karunakara oba prashansa karanne kumak deyi mata kiyanna,,,,,,,,,,,dhanawath minisekuge narak wu pissek oba saha [Unkown] paramadarshee kandayamak sadanu etha karunakara oba prashansa karanne kumak deyi mata kiyanna,dhanawath minisekuge narak wu pissek oba saha [Unkown] paramadarshee kandayamak sadanu etha karunakara oba prashansa karanne kumak deyi mata kiyanna,,,dhanawath minisekuge narak wu pissek oba saha [unkown] paramadarshee kandayamak sadanu etha karunakara oba prashansa karanne kumak deyi mata kiyanna,148,20,Singlish,True,subtitle_noise,dhanawath minisekuge narak wu pissek oba saha [unkown] paramadarshee kandayamak sadanu etha karunakara oba prashansa karanne kumak deyi mata kiyanna,False,False,False
24523,mage upades [Unkown] bas rathaya newatha miyami wetha gena yanna e pudgalaya kapatiyek mama obe upades illa sitiye netha,,,,,,,,,,,mage upades [Unkown] bas rathaya newatha miyami wetha gena yanna e pudgalaya kapatiyek mama obe upades illa sitiye netha,mage upades [Unkown] bas rathaya newatha miyami wetha gena yanna e pudgalaya kapatiyek mama obe upades illa sitiye netha,,,mage upades [unkown] bas rathaya newatha miyami wetha gena yanna e pudgalaya kapatiyek mama obe upades illa sitiye netha,120,19,Singlish,True,subtitle_noise,mage upades [unkown] bas rathaya newatha miyami wetha gena yanna e pudgalaya kapatiyek mama obe upades illa sitiye netha,False,False,False
24536,heyi [Unkown] dasuna bas rathaye pitupasa dora desata gaman karayi pahala padipele oba mata katha karanawada,,,,,,,,,,,heyi [Unkown] dasuna bas rathaye pitupasa dora desata gaman karayi pahala padipele oba mata katha karanawada,heyi [Unkown] dasuna bas rathaye pitupasa dora desata gaman karayi pahala padipele oba mata katha karanawada,,,heyi [unkown] dasuna bas rathaye pitupasa dora desata gaman karayi pahala padipele oba mata katha karanawada,108,16,Singlish,True,subtitle_noise,heyi [unkown] dasuna bas rathaye pitupasa dora desata gaman karayi pahala padipele oba mata katha karanawada,False,False,False
24540,oba mage swamipurushaya lesa handunwanu eseeme [Unkown] sanwedanaya mata ethi wiya mata obata kiyannata amathaka wiya mama [Unkown] saha [Unkown] lesa liyapadinchi wee etha,,,,,,,,,,,oba mage swamipurushaya lesa handunwanu eseeme [Unkown] sanwedanaya mata ethi wiya mata obata kiyannata amathaka wiya mama [Unkown] saha [Unkown] lesa liyapadinchi wee etha,oba mage swamipurushaya lesa handunwanu eseeme [Unkown] sanwedanaya mata ethi wiya mata obata kiyannata amathaka wiya mama [Unkown] saha [Unkown] lesa liyapadinchi wee etha,,,oba mage swamipurushaya lesa handunwanu eseeme [unkown] sanwedanaya mata ethi wiya mata obata kiyannata amathaka wiya mama [unkown] saha [unkown] lesa liyapadinchi wee etha,172,24,Singlish,True,subtitle_noise,oba mage swamipurushaya lesa handunwanu eseeme [unkown] sanwedanaya mata ethi wiya mata obata kiyannata amathaka wiya mama [unkown] saha [unkown] lesa liyapadinchi wee etha,False,False,False
24541,oh mata obata kiyannata amathaka wuna mama [Unkown] saha [Unkown] lesa liyapadinchi wuna oba ma kireemata balaporoththu wu de kala preethiyen pina yanna,,,,,,,,,,,oh mata obata kiyannata amathaka wuna mama [Unkown] saha [Unkown] lesa liyapadinchi wuna oba ma kireemata balaporoththu wu de kala preethiyen pina yanna,oh mata obata kiyannata amathaka wuna mama [Unkown] saha [Unkown] lesa liyapadinchi wuna oba ma kireemata balaporoththu wu de kala preethiyen pina yanna,,,oh mata obata kiyannata amathaka wuna mama [unkown] saha [unkown] lesa liyapadinchi wuna oba ma kireemata balaporoththu wu de kala preethiyen pina yanna,152,23,Singlish,True,subtitle_noise,oh mata obata kiyannata amathaka wuna mama [unkown] saha [unkown] lesa liyapadinchi wuna oba ma kireemata balaporoththu wu de kala preethiyen pina yanna,False,False,False
24549,peetar [Unkown] mama eyata kemathi netha eya obata karadara kireemata ida nothabanna oba eya ude mata apasu denawa,,,,,,,,,,,peetar [Unkown] mama eyata kemathi netha eya obata karadara kireemata ida nothabanna oba eya ude mata apasu denawa,peetar [Unkown] mama eyata kemathi netha eya obata karadara kireemata ida nothabanna oba eya ude mata apasu denawa,,,peetar [unkown] mama eyata kemathi netha eya obata karadara kireemata ida nothabanna oba eya ude mata apasu denawa,114,18,Singlish,True,subtitle_noise,peetar [unkown] mama eyata kemathi netha eya obata karadara kireemata ida nothabanna oba eya ude mata apasu denawa,False,False,False
24553,enna ikman karanna ude aharaya nobo welawakin lesthi [Unkown] etha eyi oba mihiri deyak oba eya obanne koheda,,,,,,,,,,,enna ikman karanna ude aharaya nobo welawakin lesthi [Unkown] etha eyi oba mihiri deyak oba eya obanne koheda,enna ikman karanna ude aharaya nobo welawakin lesthi [Unkown] etha eyi oba mihiri deyak oba eya obanne koheda,,,enna ikman karanna ude aharaya nobo welawakin lesthi [unkown] etha eyi oba mihiri deyak oba eya obanne koheda,109,18,Singlish,True,subtitle_noise,enna ikman karanna ude aharaya nobo welawakin lesthi [unkown] etha eyi oba mihiri deyak oba eya obanne koheda,False,False,False
24568,obata sthuthiyi mage thelunu biththara biththara eka [Unkown] kopi eya diwa aharaya thek obe salakaya we [Unkown],,,,,,,,,,,obata sthuthiyi mage thelunu biththara biththara eka [Unkown] kopi eya diwa aharaya thek obe salakaya we [Unkown],obata sthuthiyi mage thelunu biththara biththara eka [Unkown] kopi eya diwa aharaya thek obe salakaya we [Unkown],,,obata sthuthiyi mage thelunu biththara biththara eka [unkown] kopi eya diwa aharaya thek obe salakaya we [unkown],113,17,Singlish,True,subtitle_noise,obata sthuthiyi mage thelunu biththara biththara eka [unkown] kopi eya diwa aharaya thek obe salakaya we [unkown],False,False,False
24569,biththara eka [Unkown] kopi eya diwa aharaya thek obe salakaya we onema peminillak netha peminili netha,,,,,,,,,,,biththara eka [Unkown] kopi eya diwa aharaya thek obe salakaya we onema peminillak netha peminili netha,biththara eka [Unkown] kopi eya diwa aharaya thek obe salakaya we onema peminillak netha peminili netha,,,biththara eka [unkown] kopi eya diwa aharaya thek obe salakaya we onema peminillak netha peminili netha,103,16,Singlish,True,subtitle_noise,biththara eka [unkown] kopi eya diwa aharaya thek obe salakaya we onema peminillak netha peminili netha,False,False,False
24571,mama obata kreem tikak genawa namuth eyin adahas kale sampurna payint ekak miladee geneemayi oba samawa gatha yuthu neththe eyi [Unkown] mahatha mama me siyalla agaya karana akaraya oba kisi witekath nodanee,,,,,,,,,,,mama obata kreem tikak genawa namuth eyin adahas kale sampurna payint ekak miladee geneemayi oba samawa gatha yuthu neththe eyi [Unkown] mahatha mama me siyalla agaya karana akaraya oba kisi witekath nodanee,mama obata kreem tikak genawa namuth eyin adahas kale sampurna payint ekak miladee geneemayi oba samawa gatha yuthu neththe eyi [Unkown] mahatha mama me siyalla agaya karana akaraya oba kisi witekath nodanee,,,mama obata kreem tikak genawa namuth eyin adahas kale sampurna payint ekak miladee geneemayi oba samawa gatha yuthu neththe eyi [unkown] mahatha mama me siyalla agaya karana akaraya oba kisi witekath nodanee,207,32,Singlish,True,subtitle_noise,mama obata kreem tikak genawa namuth eyin adahas kale sampurna payint ekak miladee geneemayi oba samawa gatha yuthu neththe eyi [unkown] mahatha mama me siyalla agaya karana akaraya oba kisi witekath nodanee,False,False,False
24574,wasanthaya wiya yuthuyi mama hithuwa samaharawita [Unkown] wishwasa karanawa mama obata rasawath katha kihipayak kiwwa kiyala,,,,,,,,,,,wasanthaya wiya yuthuyi mama hithuwa samaharawita [Unkown] wishwasa karanawa mama obata rasawath katha kihipayak kiwwa kiyala,wasanthaya wiya yuthuyi mama hithuwa samaharawita [Unkown] wishwasa karanawa mama obata rasawath katha kihipayak kiwwa kiyala,,,wasanthaya wiya yuthuyi mama hithuwa samaharawita [unkown] wishwasa karanawa mama obata rasawath katha kihipayak kiwwa kiyala,125,16,Singlish,True,subtitle_noise,wasanthaya wiya yuthuyi mama hithuwa samaharawita [unkown] wishwasa karanawa mama obata rasawath katha kihipayak kiwwa kiyala,False,False,False
24575,mama hithuwa samahara wita [Unkown] oba ma obata keewa yeyi wishwasa karana ohu eeye rathriye samawa ayeda siti api wiwahaka bawa ohu nodena siti bawa keewe,,,,,,,,,,,mama hithuwa samahara wita [Unkown] oba ma obata keewa yeyi wishwasa karana ohu eeye rathriye samawa ayeda siti api wiwahaka bawa ohu nodena siti bawa keewe,mama hithuwa samahara wita [Unkown] oba ma obata keewa yeyi wishwasa karana ohu eeye rathriye samawa ayeda siti api wiwahaka bawa ohu nodena siti bawa keewe,,,mama hithuwa samahara wita [unkown] oba ma obata keewa yeyi wishwasa karana ohu eeye rathriye samawa ayeda siti api wiwahaka bawa ohu nodena siti bawa keewe,156,26,Singlish,True,subtitle_noise,mama hithuwa samahara wita [unkown] oba ma obata keewa yeyi wishwasa karana ohu eeye rathriye samawa ayeda siti api wiwahaka bawa ohu nodena siti bawa keewe,False,False,False
24576,ohu eeye rathriye samawa ayeda sitiye api wiwahaka bawa ohu nodena siti bawa pewaseema nisa pirimiyeku [Unkown] wiya heki akaraya obata penwayi,,,,,,,,,,,ohu eeye rathriye samawa ayeda sitiye api wiwahaka bawa ohu nodena siti bawa pewaseema nisa pirimiyeku [Unkown] wiya heki akaraya obata penwayi,ohu eeye rathriye samawa ayeda sitiye api wiwahaka bawa ohu nodena siti bawa pewaseema nisa pirimiyeku [Unkown] wiya heki akaraya obata penwayi,,,ohu eeye rathriye samawa ayeda sitiye api wiwahaka bawa ohu nodena siti bawa pewaseema nisa pirimiyeku [unkown] wiya heki akaraya obata penwayi,143,22,Singlish,True,subtitle_noise,ohu eeye rathriye samawa ayeda sitiye api wiwahaka bawa ohu nodena siti bawa pewaseema nisa pirimiyeku [unkown] wiya heki akaraya obata penwayi,False,False,False
24577,pirimi lamayeku [Unkown] wiya heki akaraya obata penwayi sthuthiyi obata me mulu wyaparayama modayi kiya oba sithanawa neda mama adahas kale palayama saha siyalla,,,,,,,,,,,pirimi lamayeku [Unkown] wiya heki akaraya obata penwayi sthuthiyi obata me mulu wyaparayama modayi kiya oba sithanawa neda mama adahas kale palayama saha siyalla,pirimi lamayeku [Unkown] wiya heki akaraya obata penwayi sthuthiyi obata me mulu wyaparayama modayi kiya oba sithanawa neda mama adahas kale palayama saha siyalla,,,pirimi lamayeku [unkown] wiya heki akaraya obata penwayi sthuthiyi obata me mulu wyaparayama modayi kiya oba sithanawa neda mama adahas kale palayama saha siyalla,162,24,Singlish,True,subtitle_noise,pirimi lamayeku [unkown] wiya heki akaraya obata penwayi sthuthiyi obata me mulu wyaparayama modayi kiya oba sithanawa neda mama adahas kale palayama saha siyalla,False,False,False
24588,e thaththa rekiyawe inne mama monawa karannada peetar mama monawa karannam mama diha balanne nehe mama [Unkown] [Unkown] wiwaha kara gaththe nehe,,,,,,,,,,,e thaththa rekiyawe inne mama monawa karannada peetar mama monawa karannam mama diha balanne nehe mama [Unkown] [Unkown] wiwaha kara gaththe nehe,e thaththa rekiyawe inne mama monawa karannada peetar mama monawa karannam mama diha balanne nehe mama [Unkown] [Unkown] wiwaha kara gaththe nehe,,,e thaththa rekiyawe inne mama monawa karannada peetar mama monawa karannam mama diha balanne nehe mama [unkown] [unkown] wiwaha kara gaththe nehe,145,22,Singlish,True,subtitle_noise,e thaththa rekiyawe inne mama monawa karannada peetar mama monawa karannam mama diha balanne nehe mama [unkown] [unkown] wiwaha kara gaththe nehe,False,False,False
24590,onna oya ayeth yanawa mata arawulak ethi wunama [Unkown] eka nawathwanna kiyala mama kee parak kiwwada oyata tharaha nethi wenna ona ne,,,,,,,,,,,onna oya ayeth yanawa mata arawulak ethi wunama [Unkown] eka nawathwanna kiyala mama kee parak kiwwada oyata tharaha nethi wenna ona ne,onna oya ayeth yanawa mata arawulak ethi wunama [Unkown] eka nawathwanna kiyala mama kee parak kiwwada oyata tharaha nethi wenna ona ne,,,onna oya ayeth yanawa mata arawulak ethi wunama [unkown] eka nawathwanna kiyala mama kee parak kiwwada oyata tharaha nethi wenna ona ne,135,22,Singlish,True,subtitle_noise,onna oya ayeth yanawa mata arawulak ethi wunama [unkown] eka nawathwanna kiyala mama kee parak kiwwada oyata tharaha nethi wenna ona ne,False,False,False
24596,in pasuwa mama [Unkown] thidena sindarella ho sebe unusum adara kathawak karanne keseda yanna pilibanda wishishta dee [Unkown] bawata path karami,,,,,,,,,,,in pasuwa mama [Unkown] thidena sindarella ho sebe unusum adara kathawak karanne keseda yanna pilibanda wishishta dee [Unkown] bawata path karami,in pasuwa mama [Unkown] thidena sindarella ho sebe unusum adara kathawak karanne keseda yanna pilibanda wishishta dee [Unkown] bawata path karami,,,in pasuwa mama [unkown] thidena sindarella ho sebe unusum adara kathawak karanne keseda yanna pilibanda wishishta dee [unkown] bawata path karami,145,21,Mixed,True,subtitle_noise,in pasuwa mama [unkown] thidena sindarella ho sebe unusum adara kathawak karanne keseda yanna pilibanda wishishta dee [unkown] bawata path karami,False,False,False
24618,[Unkown] oba kerehi amuthu balayak thibiya yuthuya kanthawan oba niw york wetha yamata apeksha karanne keseda [Unkown],,,,,,,,,,,[Unkown] oba kerehi amuthu balayak thibiya yuthuya kanthawan oba niw york wetha yamata apeksha karanne keseda [Unkown],[Unkown] oba kerehi amuthu balayak thibiya yuthuya kanthawan oba niw york wetha yamata apeksha karanne keseda [Unkown],,,[unkown] oba kerehi amuthu balayak thibiya yuthuya kanthawan oba niw york wetha yamata apeksha karanne keseda [unkown],118,17,Singlish,True,subtitle_noise,[unkown] oba kerehi amuthu balayak thibiya yuthuya kanthawan oba niw york wetha yamata apeksha karanne keseda [unkown],False,False,False
24625,pehediliwa mathaka thabaganna thaththa mawa uru petaw pasupasa [Unkown] regena giya athara ohu obawa regena giye melesini,,,,,,,,,,,pehediliwa mathaka thabaganna thaththa mawa uru petaw pasupasa [Unkown] regena giya athara ohu obawa regena giye melesini,pehediliwa mathaka thabaganna thaththa mawa uru petaw pasupasa [Unkown] regena giya athara ohu obawa regena giye melesini,,,pehediliwa mathaka thabaganna thaththa mawa uru petaw pasupasa [unkown] regena giya athara ohu obawa regena giye melesini,121,17,Singlish,True,subtitle_noise,pehediliwa mathaka thabaganna thaththa mawa uru petaw pasupasa [unkown] regena giya athara ohu obawa regena giye melesini,False,False,False
